christians,lgbt,feminists,poor,welfare,conservs,liberals,unions,business,blacks
50,50,50,70,50,60,60,50,40,40
70,10,55,60,15,20,15,10,30,70
75,5,0,90,50,75,0,50,60,50
40,0,40,60,40,30,60,40,30,50
15,70,35,70,60,80,30,60,70,70
99,99,99,99,99,99,99,99,99,99
15,21,29,40,5,78,10,56,65,23
60,0,50,65,55,60,52,45,55,70
50,50,60,50,40,70,5,25,65,95
99,99,99,97,99,99,99,99,99,70
40,50,60,65,60,50,70,75,60,50
10,75,70,50,35,50,60,48,50,35
97,50,97,97,85,0,97,75,70,85
0,60,60,60,50,40,70,60,40,50
40,60,60,85,70,30,85,70,30,85
50,50,60,50,40,50,60,40,60,60
40,50,50,40,50,85,0,0,50,50
40,60,70,70,70,60,70,70,70,70
60,20,35,60,15,34,60,40,3,70
15,65,65,70,70,10,75,80,10,70
50,40,42,65,60,75,0,25,50,60
60,15,0,70,15,60,0,15,60,70
50,97,40,85,50,15,85,70,30,85
99,50,99,50,50,50,99,99,50,99
30,94,85,79,65,30,90,80,25,75
0,70,70,50,50,0,60,40,0,50
50,40,40,50,60,60,40,50,60,97
0,90,85,70,40,40,80,30,50,70
50,50,50,75,40,50,40,60,30,60
50,50,85,50,15,50,50,75,50,50
15,50,50,70,40,40,50,97,50,97
0,50,70,60,50,30,85,85,30,60
30,60,65,80,75,35,80,85,25,85
99,99,99,99,99,99,99,99,99,99
0,50,50,50,50,50,50,0,60,70
99,99,99,99,99,99,99,99,99,99
40,55,60,65,60,40,55,65,30,80
60,97,30,97,97,97,10,6,97,97
50,50,30,85,50,50,50,40,40,85
90,0,60,85,60,97,0,50,60,40
40,90,40,85,30,30,55,55,50,90
50,40,40,70,50,65,10,55,40,50
60,90,70,40,20,55,60,85,60,85
51,60,30,70,60,85,15,40,70,50
50,0,0,50,50,67,0,0,0,10
35,50,50,50,40,40,50,25,40,50
0,50,70,50,50,20,80,30,0,60
50,85,70,60,40,50,50,40,60,70
40,70,60,85,85,85,70,60,70,70
30,50,50,70,15,30,75,75,40,74
50,0,50,60,40,50,40,30,70,85
60,50,50,85,85,60,70,50,85,70
85,40,50,50,50,60,50,70,40,65
85,60,50,60,50,50,50,85,50,70
50,75,60,50,40,95,10,60,75,70
55,40,65,95,70,45,85,35,45,90
85,50,60,85,85,60,40,30,30,85
70,50,60,70,40,50,60,60,50,85
0,50,30,60,40,85,0,0,85,97
30,0,40,85,50,97,0,30,97,70
60,50,40,60,40,60,15,40,40,60
85,0,50,75,20,80,0,60,90,85
90,20,50,70,50,80,5,65,50,60
55,50,60,70,50,90,30,25,75,55
30,75,80,70,65,55,70,65,40,85
50,40,30,30,30,75,15,50,65,70
20,20,20,40,40,40,40,40,15,45
0,85,50,50,40,50,50,50,50,60
0,50,50,50,40,20,30,40,50,50
50,50,50,50,50,50,50,50,50,50
50,50,60,70,60,85,15,40,50,60
50,65,60,75,55,60,60,80,55,80
90,0,0,50,15,95,0,0,75,55
0,85,97,85,85,0,97,97,0,50
15,60,20,50,40,15,40,30,30,50
15,65,70,72,65,30,60,75,20,75
5,70,85,60,50,5,90,75,25,60
60,40,15,40,30,70,15,15,70,30
50,40,15,50,50,85,0,0,70,60
70,70,40,70,60,70,50,50,60,50
0,70,75,65,65,33,65,33,25,75
50,50,50,80,50,70,35,40,0,70
10,85,75,75,60,40,70,50,0,75
15,50,50,50,50,15,60,60,0,60
0,97,97,97,85,85,50,60,60,85
50,85,50,85,40,50,50,60,60,85
70,0,0,85,40,50,50,0,70,85
97,15,15,60,15,85,15,15,85,95
40,50,40,50,40,50,50,15,50,50
50,52,55,97,60,60,35,40,60,70
10,50,47,50,45,48,55,35,45,80
0,60,50,60,60,50,55,70,10,60
99,99,99,99,99,99,99,99,99,99
50,50,50,50,50,60,15,50,50,97
70,85,60,85,85,70,70,70,85,85
50,50,70,60,50,50,50,50,50,50
50,60,60,60,50,40,70,60,60,55
50,0,50,50,50,60,0,0,0,50
75,15,15,40,35,80,0,30,50,40
50,50,50,50,50,50,50,50,50,50
60,50,70,50,45,90,40,15,60,50
50,50,40,60,50,40,0,0,50,60
50,50,70,97,70,50,70,70,15,97
99,99,99,99,99,99,99,99,99,99
33,88,66,88,88,33,66,77,22,50
15,0,70,70,40,85,50,30,50,50
60,60,0,70,70,85,0,0,85,70
50,30,50,70,60,30,70,70,50,97
10,97,75,90,75,35,85,75,45,97
40,0,15,70,70,97,0,40,70,85
70,40,60,50,40,40,60,60,25,45
0,0,0,0,0,0,0,0,0,50
50,50,60,0,0,15,50,0,50,10
50,50,50,60,50,60,50,60,60,50
0,85,80,55,50,10,80,65,50,88
0,40,50,50,40,30,70,60,50,60
40,30,0,70,10,80,0,70,97,97
30,85,40,70,60,60,60,60,40,60
0,50,0,50,15,50,0,0,50,30
70,50,60,85,50,70,15,0,30,30
50,50,40,50,40,75,20,1,65,70
45,50,35,50,49,75,25,20,70,33
99,99,99,99,99,99,99,99,99,99
48,78,75,97,22,89,45,22,26,84
85,50,30,60,60,97,0,15,60,70
0,55,3,50,50,15,60,60,15,50
15,85,50,85,85,40,50,50,0,85
40,60,15,70,50,70,30,15,97,60
50,50,50,50,50,50,50,50,50,15
85,50,50,55,55,85,15,40,50,60
50,50,50,50,50,50,50,50,50,80
50,50,50,50,50,50,50,40,0,50
40,0,15,97,15,85,50,50,85,70
99,99,99,99,99,99,99,99,99,99
0,97,97,97,97,0,50,97,0,97
50,15,40,70,50,70,0,0,60,45
50,50,50,60,50,60,50,30,15,40
50,0,0,85,50,70,0,0,30,40
40,70,60,60,50,60,20,30,50,60
0,60,60,70,50,30,70,40,30,97
0,60,70,50,50,15,40,40,60,60
0,97,60,97,40,40,40,15,60,97
85,0,50,50,40,85,0,40,60,60
60,50,15,40,15,95,35,30,60,60
30,70,30,50,30,50,60,50,50,70
30,97,70,97,85,40,85,70,30,97
50,50,40,85,50,50,60,85,50,87
50,30,30,50,40,60,15,0,70,60
50,0,0,85,15,97,0,0,70,30
50,50,15,50,50,60,15,0,50,60
60,0,0,20,20,75,0,0,40,40
50,50,45,60,40,50,45,50,60,70
70,0,50,50,50,85,15,15,30,40
0,97,50,50,50,10,80,25,25,97
99,99,99,99,99,99,99,99,99,99
50,97,50,97,97,70,15,30,60,50
30,60,70,80,70,60,70,75,40,70
97,85,50,97,85,60,50,50,50,85
97,0,0,50,15,97,0,0,85,70
0,50,50,50,60,0,50,0,0,10
75,50,50,85,50,45,50,30,60,85
80,40,60,20,0,75,0,20,30,50
0,50,0,50,10,15,50,40,25,70
15,97,97,70,60,40,85,80,50,97
70,70,60,70,50,50,60,15,40,60
50,50,50,50,50,50,50,50,50,97
60,40,0,80,60,85,30,30,60,85
50,50,50,60,50,50,40,50,60,50
0,60,65,65,50,25,60,50,55,75
20,5,25,65,20,75,2,23,40,38
0,60,60,85,60,0,85,70,60,97
50,80,60,80,60,85,40,40,60,85
15,70,60,70,50,40,70,50,40,80
0,0,0,97,97,97,0,0,0,97
60,15,0,60,40,85,0,40,70,70
50,50,40,70,50,60,15,15,70,40
0,55,70,60,40,5,80,70,10,40
97,10,35,60,40,85,20,5,90,70
70,70,0,85,60,85,0,0,60,70
0,80,85,70,70,15,85,75,30,40
50,50,40,60,30,90,10,0,60,50
60,0,30,60,20,60,40,25,40,40
0,50,50,70,50,50,50,50,30,85
0,65,55,75,65,10,70,40,45,65
70,97,97,97,90,85,97,97,97,97
30,50,60,60,50,50,40,50,50,85
50,50,50,85,55,0,60,60,30,80
60,35,65,70,25,55,20,35,50,70
99,99,99,99,99,99,99,99,99,99
40,60,60,60,40,60,40,50,60,85
99,99,99,99,99,99,99,99,99,99
50,80,75,97,80,49,80,75,49,97
97,97,60,97,97,97,60,10,97,50
51,50,65,97,45,50,70,32,11,50
50,15,50,50,30,75,30,15,90,50
15,97,97,70,70,30,85,70,40,70
50,50,53,55,58,60,55,51,53,65
70,30,85,60,60,97,40,85,70,50
60,50,60,70,70,60,40,40,70,70
15,70,85,85,60,15,97,70,40,97
15,50,85,60,50,30,70,50,50,99
70,50,50,50,60,70,15,15,70,70
50,50,50,50,50,50,50,50,50,70
50,40,60,70,60,60,40,40,30,60
50,85,40,60,40,95,15,0,85,75
80,50,80,97,97,97,97,97,97,97
85,60,60,85,60,60,70,85,85,85
50,50,70,97,70,0,85,97,40,97
0,50,40,50,40,20,50,40,0,50
90,35,10,47,20,90,0,5,80,75
60,50,0,70,15,85,0,15,70,85
80,0,0,60,15,97,0,0,50,85
55,85,25,85,25,90,20,0,90,45
50,50,50,60,50,50,50,50,15,85
80,40,50,90,40,50,50,80,55,60
50,30,15,85,20,90,15,0,40,85
99,99,99,99,99,99,99,99,99,99
30,50,70,50,50,40,50,50,40,50
85,15,50,75,50,15,95,85,50,85
50,70,30,90,50,70,0,0,60,85
30,70,80,70,50,30,70,50,60,40
85,15,50,70,50,97,15,60,85,60
85,50,50,60,50,50,40,40,50,40
15,70,70,60,50,15,70,50,40,50
50,50,50,85,50,50,50,60,70,85
15,3,10,97,97,75,35,97,75,97
70,0,30,60,40,85,30,15,60,60
40,70,60,70,50,50,60,40,70,65
99,99,99,99,99,99,99,99,99,99
50,50,15,85,50,85,50,0,80,60
99,99,99,99,99,99,99,99,99,99
0,85,65,80,60,0,65,90,40,65
85,0,50,97,15,50,25,75,15,97
60,30,30,40,40,60,30,55,35,45
70,85,50,80,70,70,55,85,40,75
70,40,15,60,15,90,15,15,40,30
40,0,50,85,70,40,70,70,60,85
50,50,50,50,30,50,50,50,50,50
99,99,99,99,99,99,99,99,99,99
69,10,5,90,35,89,10,10,75,90
35,80,75,75,50,50,55,40,65,80
99,15,85,97,97,15,70,97,30,97
60,50,50,60,40,40,40,30,70,50
97,70,85,97,70,85,60,70,40,97
70,60,85,60,50,60,70,70,50,70
50,80,50,97,97,50,50,60,70,85
0,90,85,85,85,40,85,70,40,97
50,97,25,97,80,30,97,97,10,97
0,97,88,2,2,2,44,2,1,5
40,50,40,50,15,70,15,30,30,40
15,50,60,85,70,70,50,50,60,85
20,70,75,60,40,70,65,75,50,80
80,49,65,80,70,85,40,85,79,89
50,51,51,50,50,50,50,51,51,50
85,50,0,70,40,97,0,0,70,70
50,50,50,10,10,50,10,5,50,50
49,49,80,50,15,70,30,50,40,28
50,80,60,85,50,40,75,75,25,65
50,85,80,20,0,0,20,45,0,20
60,15,50,50,40,70,0,70,70,40
75,50,50,70,60,85,5,0,75,50
0,50,50,40,0,0,50,0,5,30
15,97,15,97,85,15,50,50,50,50
1,85,97,85,70,0,97,95,30,85
70,60,70,97,40,60,30,30,40,70
80,0,55,60,0,89,2,0,1,60
50,97,50,0,30,50,0,15,60,60
90,88,75,55,33,66,45,66,88,22
0,70,40,70,30,70,15,0,50,70
75,90,55,97,50,89,13,49,97,95
40,85,60,85,60,30,60,85,30,97
50,60,50,70,60,50,50,50,50,70
50,50,40,70,50,85,0,30,60,70
45,50,40,50,50,60,15,15,55,50
15,55,62,60,45,30,80,40,40,45
70,40,15,60,40,85,30,15,85,85
30,50,50,50,30,85,40,10,50,50
15,50,30,90,20,60,30,0,70,75
50,50,25,50,30,75,45,50,50,50
15,15,40,70,50,50,40,70,40,50
85,85,85,85,85,85,50,75,75,50
15,70,40,60,30,85,30,60,70,85
0,85,75,75,80,0,70,80,5,90
50,60,60,85,70,15,85,85,50,97
99,99,99,99,99,99,99,99,99,99
0,97,85,97,90,40,85,70,70,97
99,99,99,99,99,99,99,99,99,99
0,90,75,85,60,40,95,85,70,70
80,50,10,50,10,70,20,80,50,75
40,75,60,60,40,35,60,50,35,90
30,50,50,70,50,0,85,60,30,85
30,30,60,60,40,60,50,15,70,70
40,30,15,45,10,90,2,30,70,40
99,99,99,99,99,99,99,99,99,99
80,50,15,90,50,90,0,0,50,50
50,70,60,85,60,70,40,40,40,60
97,0,0,85,0,0,15,40,15,60
0,85,60,70,70,15,70,70,30,85
71,49,87,49,39,33,63,77,71,63
15,70,70,70,50,15,70,50,70,70
97,50,50,97,70,97,0,50,70,70
40,85,40,60,40,70,15,70,60,70
15,85,15,50,15,97,15,30,50,85
60,15,30,70,50,60,0,0,65,70
50,50,50,50,30,30,50,50,30,70
50,50,50,50,0,50,50,0,50,75
85,30,0,85,60,85,0,15,60,40
0,97,15,50,33,65,60,50,33,50
30,70,85,70,60,30,85,70,15,70
35,55,55,90,60,40,55,65,60,80
0,75,70,50,25,40,60,60,5,75
60,0,65,65,40,75,40,75,60,60
40,50,50,97,50,10,55,95,10,50
99,99,99,99,99,99,99,99,99,50
50,50,50,50,40,50,50,95,50,50
50,70,50,70,70,50,60,60,50,50
0,85,40,85,85,30,60,60,40,60
15,85,70,85,60,15,85,70,30,60
0,55,0,50,30,0,60,45,0,75
99,99,99,99,99,99,99,99,99,99
50,0,30,85,30,50,50,70,30,85
25,40,30,50,15,50,20,30,25,50
70,50,0,85,40,85,0,30,0,60
50,50,50,97,60,50,50,60,40,40
0,70,30,60,60,40,50,60,50,60
60,75,40,80,65,50,50,70,35,50
80,45,70,80,50,65,60,65,75,85
0,85,70,85,85,60,70,85,60,97
45,50,45,85,50,60,40,40,45,50
0,60,50,60,60,40,90,70,10,50
40,50,0,2,24,97,0,2,50,97
60,50,40,50,40,50,50,30,50,85
97,85,44,95,85,45,45,97,0,97
50,85,50,97,50,50,50,85,70,97
50,50,50,70,50,20,50,30,30,90
50,60,50,70,50,70,50,60,60,70
10,5,0,50,0,25,0,5,5,50
70,50,30,60,30,85,30,30,70,70
60,50,30,60,40,60,10,20,50,85
60,70,50,55,55,65,60,58,75,85
60,70,70,95,72,80,25,65,80,80
15,50,50,60,60,40,40,50,30,50
20,50,50,50,30,35,75,50,50,50
10,50,30,50,50,5,65,70,35,50
50,99,40,99,50,60,49,40,40,95
20,50,80,95,50,30,90,75,97,80
35,50,50,50,50,55,55,30,30,50
40,50,30,70,30,40,10,60,40,70
70,0,0,30,15,30,0,0,15,50
50,50,60,70,70,40,50,40,30,50
15,75,85,90,85,70,75,65,10,70
85,40,40,60,40,75,30,30,30,40
0,85,0,80,10,70,65,97,80,10
50,15,60,85,30,85,70,70,80,70
97,0,85,97,85,50,50,50,40,50
50,50,70,97,60,50,50,50,85,70
97,0,30,60,70,97,50,40,30,40
0,50,50,50,45,40,60,60,40,50
50,85,70,70,70,70,50,70,70,50
60,50,50,60,70,66,77,50,80,85
95,40,50,90,80,50,90,90,80,97
99,99,99,99,99,99,99,99,99,99
85,45,15,65,55,85,15,30,70,50
0,0,69,33,3,97,0,33,70,60
75,0,50,85,79,65,70,70,75,97
85,50,50,50,40,70,15,40,50,50
60,0,0,90,85,97,0,55,45,80
15,85,85,85,60,30,65,40,40,85
50,85,50,60,60,80,0,60,10,80
40,15,30,50,15,85,15,15,70,40
99,99,99,99,99,99,99,99,99,99
60,50,50,85,50,50,50,40,70,50
99,99,99,99,99,99,99,99,99,99
90,40,40,60,60,75,10,10,60,85
0,70,70,70,60,30,70,85,15,97
50,50,60,50,60,50,50,85,0,50
97,0,0,97,50,97,0,0,70,50
30,20,30,70,40,60,30,40,15,40
50,80,80,80,55,60,50,90,50,97
60,0,40,70,50,85,0,0,0,70
97,0,15,60,30,97,0,15,50,70
50,0,50,70,50,50,50,60,50,97
15,80,60,50,50,25,70,40,70,75
50,50,0,60,50,75,0,30,70,50
0,80,40,70,60,40,50,99,15,70
15,50,70,85,40,50,50,60,60,70
15,70,55,75,75,35,75,70,5,85
85,50,75,85,80,70,70,85,80,85
0,0,30,70,15,0,0,0,0,85
50,0,0,85,60,50,30,60,60,40
99,99,99,99,99,99,99,99,99,99
60,30,30,70,40,85,30,30,40,60
70,50,50,60,60,40,60,40,50,90
30,30,50,50,50,30,40,40,40,40
99,99,99,99,99,99,99,99,99,99
90,0,10,85,40,75,30,10,50,70
99,99,99,99,99,99,99,99,99,99
40,50,15,60,30,85,0,0,0,70
85,15,40,85,60,85,15,50,70,30
70,50,0,50,0,97,0,0,50,50
60,65,65,60,60,55,70,65,60,65
0,70,35,60,14,50,47,72,25,62
50,0,50,97,60,50,50,85,15,80
70,55,60,70,65,60,60,30,60,60
99,50,15,50,30,75,15,15,35,60
0,95,50,85,50,25,60,70,15,85
50,50,50,80,50,45,50,50,40,50
15,50,65,90,85,40,54,50,6,90
40,50,50,70,60,60,40,50,50,50
50,50,65,95,70,50,75,60,60,90
50,50,80,70,50,15,86,50,30,95
60,1,60,25,45,45,35,50,30,40
80,15,30,65,55,50,35,50,45,55
0,90,60,70,45,5,90,40,35,85
99,99,99,99,99,99,99,99,99,99
0,80,75,80,75,60,75,70,10,80
70,50,60,70,40,60,30,40,60,85
60,50,50,60,40,50,50,40,60,60
97,0,97,97,97,60,97,50,50,50
0,85,75,75,50,10,85,70,15,80
40,15,40,60,30,50,40,40,15,60
40,85,40,80,45,65,25,15,70,70
0,65,50,70,30,70,50,60,70,70
0,30,0,65,40,0,30,15,0,50
60,70,40,90,60,65,40,15,60,96
80,85,85,85,85,15,90,85,15,97
0,97,85,70,50,0,85,60,40,70
40,0,0,50,29,0,0,0,0,85
99,60,55,75,60,30,80,65,65,90
15,85,30,85,60,30,80,85,15,85
50,30,55,80,45,60,40,85,99,58
50,50,50,50,50,50,50,50,50,50
70,80,70,80,70,70,70,40,80,60
25,50,25,50,50,50,50,50,40,75
85,15,70,85,60,85,15,0,70,65
30,40,30,60,50,60,30,15,40,40
40,50,40,50,30,70,40,30,70,85
60,85,70,97,97,40,70,70,60,80
70,50,1,60,5,60,0,50,60,15
33,50,50,50,55,50,50,75,65,55
50,0,45,40,45,50,25,0,45,99
0,50,0,70,30,50,50,30,0,50
80,0,60,97,80,80,80,90,50,80
99,99,99,99,99,99,99,99,99,99
50,97,50,50,50,60,70,50,20,97
15,75,50,75,50,40,60,50,50,50
50,80,70,80,60,60,75,40,75,60
0,75,50,85,70,50,50,50,60,85
0,97,70,70,50,50,50,60,40,50
40,0,60,70,60,50,15,70,15,50
40,97,85,85,70,15,40,85,60,85
0,70,10,50,20,10,25,60,25,30
0,50,85,97,70,0,85,97,40,89
97,0,0,0,0,97,0,0,80,15
70,0,50,50,20,85,3,1,75,60
50,50,50,50,50,50,0,50,50,97
50,50,50,77,45,50,70,65,60,50
60,85,40,97,97,70,70,60,60,85
0,75,80,90,70,15,85,85,40,70
85,40,50,60,15,90,0,40,50,60
40,50,50,50,45,50,40,50,45,50
45,95,65,45,5,35,75,65,35,15
40,60,40,60,60,60,50,40,40,50
50,60,60,70,40,60,15,30,85,70
85,40,30,40,15,60,15,0,85,60
99,0,50,97,75,95,30,15,75,85
70,0,60,60,60,50,50,60,40,40
99,99,99,99,99,99,99,99,99,99
50,0,50,40,15,40,40,70,85,85
99,99,99,99,99,99,99,99,99,99
40,80,25,50,35,10,10,30,20,50
50,0,0,60,50,50,0,50,0,70
60,50,65,70,50,60,40,30,50,70
50,15,0,30,0,60,0,0,50,50
0,97,50,65,50,30,90,30,50,50
70,50,40,70,65,75,20,20,50,40
0,97,85,60,50,15,85,85,60,70
80,2,5,96,50,95,0,40,40,95
50,50,40,50,50,50,50,30,30,70
30,70,50,85,60,40,50,60,50,70
40,40,60,95,1,40,66,70,85,40
70,50,30,60,45,65,0,10,45,50
15,50,60,50,50,40,70,60,30,50
50,0,0,85,50,15,0,0,30,50
50,60,70,70,50,40,70,70,40,85
97,0,50,97,40,97,40,97,97,97
30,40,50,70,50,50,50,50,40,95
15,85,60,97,40,30,60,15,80,97
50,85,90,97,60,50,60,70,50,85
70,50,15,50,30,70,0,15,85,40
85,40,30,60,50,70,15,30,70,85
97,50,40,97,60,80,0,30,30,95
45,60,15,50,15,95,15,2,90,60
50,50,50,70,15,50,50,0,0,97
85,0,50,50,30,97,0,15,85,40
50,40,17,50,50,50,50,0,10,85
0,50,60,60,60,0,85,70,15,60
85,85,97,70,70,40,60,40,30,97
40,80,60,50,40,90,30,40,75,50
70,85,70,70,60,85,60,70,50,85
10,50,55,75,60,30,65,65,5,75
60,40,50,60,40,70,30,0,70,85
99,50,80,60,60,50,15,70,50,50
45,50,55,85,85,40,85,60,60,70
85,85,80,85,85,80,80,80,80,85
70,50,0,85,15,97,0,0,70,50
0,70,50,97,70,80,40,0,20,60
60,40,15,70,40,60,30,30,40,50
50,50,40,60,30,60,60,30,0,60
0,50,65,60,20,30,66,75,45,50
40,30,15,50,30,70,10,35,35,40
97,15,70,97,40,60,50,60,70,70
70,40,70,85,85,60,70,60,50,97
50,78,60,80,50,40,70,75,60,90
99,99,99,99,99,99,99,99,99,99
0,90,85,50,45,45,80,85,20,60
55,55,55,55,55,55,55,55,55,55
50,50,30,70,15,85,0,15,60,50
0,70,85,97,70,15,85,85,30,97
99,99,99,99,99,99,99,99,99,99
95,60,70,75,65,60,85,85,75,90
40,60,50,60,50,50,60,30,50,70
60,15,30,97,70,85,0,15,30,70
50,0,70,97,60,60,70,85,40,97
50,50,50,70,50,60,0,30,70,50
30,50,30,40,20,50,50,15,30,50
0,70,15,50,30,50,50,60,40,55
40,15,50,70,5,40,50,50,50,49
75,10,1,25,10,97,1,5,95,40
15,40,30,40,15,10,35,35,40,60
60,50,85,85,70,50,85,97,85,97
50,50,60,85,50,50,10,35,40,70
0,97,0,97,50,0,0,2,0,97
75,0,10,50,10,75,0,0,60,10
0,0,0,85,15,50,50,60,50,50
80,45,54,50,46,70,15,30,62,50
0,70,70,50,50,15,85,80,40,90
50,0,50,97,85,60,50,70,15,70
45,50,60,80,75,50,50,80,40,80
0,85,0,60,40,30,85,50,30,50
50,50,30,70,60,60,40,15,60,50
50,0,50,90,62,85,50,20,85,50
50,50,60,60,60,50,85,85,80,70
40,0,50,50,30,50,50,15,40,60
50,50,50,60,50,50,50,60,50,97
15,40,65,75,75,15,65,75,40,70
0,60,60,60,30,40,30,40,60,40
30,75,45,6,50,40,60,55,15,75
40,50,15,60,60,70,30,15,0,60
50,50,50,50,30,50,0,50,50,50
95,75,85,97,60,95,70,90,70,97
40,50,30,50,15,90,1,2,50,60
50,70,97,70,50,15,97,85,15,97
50,40,50,70,40,30,40,15,30,50
50,75,51,85,60,15,60,50,15,75
50,50,50,50,50,50,50,50,50,50
50,30,50,97,60,97,30,15,60,60
0,65,85,97,67,10,97,85,0,70
25,74,80,68,56,12,70,74,59,72
50,97,60,97,97,0,60,80,0,97
85,1,20,50,5,40,40,55,10,40
50,50,50,85,0,80,0,0,50,55
30,60,50,50,40,30,85,60,15,50
50,0,40,65,45,75,10,15,65,30
50,30,0,60,30,50,70,15,40,70
30,0,50,70,0,50,0,0,50,85
50,50,50,40,50,50,50,40,50,60
35,70,60,50,40,52,50,40,60,75
30,70,65,50,30,97,15,0,60,45
0,0,0,60,40,40,60,50,60,50
85,59,45,85,60,89,10,40,65,90
0,60,90,60,50,0,80,70,30,80
50,0,0,75,0,50,50,0,50,25
60,0,60,80,10,85,40,50,80,70
50,50,45,50,50,60,35,35,65,70
50,0,50,50,30,30,50,85,30,30
50,50,50,50,50,50,50,50,50,70
0,50,50,97,97,50,50,97,0,85
30,50,40,85,50,50,50,97,15,85
10,0,0,50,50,10,10,10,50,50
50,50,50,50,50,50,50,50,50,50
75,25,50,50,0,97,0,0,50,50
50,45,50,85,50,60,40,45,70,40
40,60,50,50,40,50,50,5,75,97
85,0,0,70,30,80,0,50,50,75
50,60,40,50,30,40,50,40,30,40
60,0,30,85,85,30,70,85,60,85
40,15,15,97,1,50,99,50,40,30
30,40,85,75,50,15,70,60,30,90
60,0,60,50,0,60,50,50,15,60
0,85,69,70,65,35,87,60,15,70
40,40,0,60,15,75,0,0,70,70
99,99,99,99,99,99,99,99,99,99
60,0,10,60,40,97,0,0,70,80
60,40,30,50,30,60,25,40,40,60
99,99,99,99,99,99,99,99,99,99
97,10,50,30,80,50,48,70,50,50
50,85,85,97,85,85,60,85,40,85
70,50,50,50,50,60,25,30,25,75
97,50,15,97,45,85,0,45,60,50
75,20,5,50,50,75,0,5,50,70
50,15,60,70,50,50,50,85,15,50
15,85,75,60,60,40,85,70,30,85
90,50,30,50,50,90,15,50,90,90
97,40,40,70,85,97,0,30,50,97
0,50,75,50,50,25,60,60,10,50
60,70,60,85,60,30,40,60,15,85
35,60,60,55,45,45,55,55,60,60
0,86,60,50,45,30,75,40,30,49
40,85,85,85,85,15,70,97,15,97
0,50,55,80,10,75,10,0,65,50
97,0,70,97,15,97,0,15,50,30
0,85,97,70,40,40,70,60,70,70
50,0,40,50,15,15,0,70,85,50
50,50,50,97,85,85,30,97,50,97
50,70,40,85,50,40,40,15,85,85
0,97,60,60,60,40,60,60,40,97
97,50,50,95,85,85,55,60,55,85
50,0,0,60,60,80,0,50,50,50
50,0,30,97,50,97,40,50,0,97
55,60,75,70,50,30,75,50,20,70
60,0,0,85,40,0,0,0,50,70
50,50,0,85,30,50,50,97,0,60
50,50,50,60,60,85,30,40,60,50
0,70,60,50,0,15,60,30,78,50
30,97,85,97,85,30,85,97,60,97
85,0,0,97,45,90,20,45,55,40
50,70,50,70,70,30,97,97,97,85
50,15,70,97,85,97,60,85,85,97
97,50,85,97,70,60,85,85,70,97
50,50,40,70,30,50,50,40,0,70
50,15,60,60,40,50,40,50,40,85
35,55,45,40,15,50,40,30,50,50
97,0,71,60,60,97,0,70,0,80
50,50,80,80,60,60,50,60,60,85
99,99,99,99,99,99,99,99,99,99
0,50,70,90,50,0,80,80,30,70
85,0,30,97,40,85,0,15,70,60
97,50,0,97,50,97,0,0,97,70
0,85,55,40,35,10,40,5,35,97
90,50,0,70,40,80,30,0,40,70
50,50,15,90,75,0,90,60,5,85
70,50,50,85,70,40,40,60,50,85
45,50,45,50,45,60,20,25,50,50
15,50,40,60,40,15,60,30,40,75
50,50,50,85,85,50,85,85,60,97
20,50,50,50,30,35,45,20,50,40
85,0,40,85,40,85,15,40,85,70
99,99,99,99,99,99,99,99,99,99
0,0,51,97,51,51,80,51,0,50
69,86,95,86,86,88,38,75,78,97
99,99,99,99,99,99,99,99,99,99
60,50,50,60,60,60,50,30,60,50
0,70,70,70,50,30,70,60,50,85
33,45,50,85,50,50,55,70,50,85
65,65,65,60,50,70,60,50,65,90
97,30,30,90,60,97,30,50,50,85
50,97,30,97,80,30,80,40,60,40
0,97,50,60,60,20,80,60,0,0
30,70,40,97,60,60,70,85,15,40
70,50,50,85,30,50,50,0,60,85
99,99,99,99,99,99,99,99,99,99
0,97,65,85,50,25,85,85,45,60
50,50,0,50,40,85,0,0,50,70
97,0,97,97,85,97,97,85,85,97
50,0,0,50,10,50,20,20,50,70
50,50,40,60,0,60,30,70,30,99
0,50,50,55,60,70,40,0,10,60
30,40,40,40,30,40,40,30,30,40
50,15,50,60,40,65,15,15,30,75
50,97,97,97,97,0,97,50,25,97
60,50,60,60,40,70,60,15,60,85
0,50,50,50,50,5,75,40,15,40
60,60,50,85,40,70,30,30,60,50
50,0,70,50,15,0,50,70,0,40
40,30,35,50,45,15,55,0,40,60
50,50,30,85,40,50,40,50,15,60
99,99,99,99,99,99,99,99,99,99
30,50,30,70,60,15,40,85,10,70
30,50,50,50,50,40,50,50,30,55
0,50,75,60,50,25,75,70,40,60
0,85,60,85,60,15,85,40,60,97
50,60,75,97,45,85,70,0,65,96
60,30,50,60,60,60,40,60,40,40
99,99,99,99,99,99,99,99,99,99
50,60,60,65,55,50,70,65,45,55
30,50,60,97,40,0,50,70,30,70
65,70,65,90,80,80,65,80,80,85
30,60,0,0,70,40,0,0,6,0
50,50,50,70,50,30,80,50,30,60
60,50,50,60,40,60,40,40,60,80
70,0,97,97,50,50,50,0,97,15
40,70,85,70,70,50,50,50,85,97
15,85,97,97,85,0,60,50,50,97
0,97,90,70,80,0,95,80,30,97
50,60,50,65,75,85,70,15,75,85
30,50,30,60,40,40,40,15,85,60
50,70,70,55,50,50,82,75,30,75
