"id","country","age","gender","ses","religion","married","education","IGF01","IGF02","IGF03","IGF04","IGI01","IGI02","IGI03","IGI04","OGF01","OGF02","OGF03","OGF04","OGI01","OGI02","OGI03","OGI04","leadership01","leadership02","leadership03","leadership04","leadership05","leadership06","empathic_concern_01","empathic_concern_02","empathic_concern_03","perspective_taking_01","perspective_taking_02","perspective_taking_03","perspective_taking_04","history_discrimination","fight_outgroup","og_host_01","og_host_02","og_coop_01","og_coop_02","NegativeToPositive","HostileToFriendly","SuspiciousToTrusting","ContemptToRespect","ThreatenedToRelaxed","IGFusion","IGIdentification","OGFusion","OGIdentification"
"UGA183","Uganda",30,"Male","Middle","Christian: Catholic","Married","High school or less",7,7,7,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7,6,6,6,6,5,5,6,7,6,6,1,1,1,1,1,1,1,6.75,6.66666666666667,1,1
"UGA184","Uganda",32,"Female","Middle","Christian: Catholic","Married","High school or less",7,6,6,7,6,7,7,6,2,3,2,1,1,2,2,2,6,7,7,5,7,5,7,1,7,7,7,7,7,6,6,7,6,2,3,1,3,3,3,1,6.5,6.33333333333333,2,2
"UGA185","Uganda",43,"Male","Middle","Christian: Catholic","Married","High school or less",6,7,7,7,7,7,6,7,4,3,2,1,3,4,3,3,7,7,6,2,7,4,7,1,7,7,7,7,7,6,5,6,5,6,7,2,2,2,1,1,6.75,7,2.5,2
"UGA186","Uganda",85,"Female","Lower middle","Christian: Catholic","Unmarried","High school or less",7,7,7,7,6,7,7,7,3,3,4,2,1,1,1,2,6,7,6,3,4,4,7,1,6,7,6,7,7,4,5,5,5,5,6,,,,,,7,7,3,3
"UGA187","Uganda",46,"Male","Upper middle","Christian: Catholic","Married","High school or less",7,6,6,6,7,7,6,7,1,2,1,1,3,2,4,3,6,7,7,4,6,3,7,1,7,7,7,7,7,3,6,5,6,4,3,2,1,1,1,2,6.25,6,1.25,1.33333333333333
"UGA188","Uganda",46,"Male","Upper middle","Christian: Catholic","Married","High school or less",7,6,7,7,7,7,6,6,3,2,3,4,2,1,2,1,6,7,6,5,3,4,7,2,6,7,7,7,7,3,5,5,5,2,4,1,2,1,1,1,6.75,6.66666666666667,3,3
"UGA189","Uganda",47,"Male","Lower middle","Other","Married","High school or less",7,6,,7,7,6,6,1,3,2,3,4,2,1,2,1,7,6,6,7,3,4,6,1,6,7,6,7,7,3,6,5,5,2,4,1,3,1,2,1,,,3,3
"UGA190","Uganda",28,"Male","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,6,7,7,6,2,3,2,1,3,2,2,2,7,5,7,2,3,,7,7,,,,,,6,4,6,5,3,4,2,2,3,2,7,7,7,2,2
"UGA191","Uganda",38,,"Lower middle","Christian: Catholic","Unmarried","Other/unknown",7,7,7,7,2,6,6,6,1,1,1,1,6,2,2,2,6,6,6,4,3,3,5,3,6,6,6,6,6,3,3,3,3,1,1,1,4,3,3,5,7,7,1,1
"UGA192","Uganda",30,"Female","Lower middle","Christian: Protestant","Married","High school or less",7,7,6,7,7,7,7,7,5,5,5,5,5,5,5,5,6,6,6,5,5,5,6,5,5,5,5,5,5,3,1,2,2,6,6,5,5,5,5,5,6.75,6.66666666666667,5,5
"UGA193","Uganda",21,"Male","Lower middle","Christian: Catholic","Married","Other/unknown",6,6,6,7,1,6,6,5,2,2,,1,6,2,2,2,6,6,6,3,3,3,6,4,6,6,6,6,5,2,1,2,2,2,3,4,4,4,4,5,6.25,6.33333333333333,,
"UGA194","Uganda",50,,"Lower middle","Christian: Catholic","Married","High school or less",1,6,6,6,6,6,6,5,2,2,2,2,3,3,3,3,6,6,6,3,3,3,6,2,6,6,6,6,6,3,1,3,2,2,3,2,4,3,3,4,4.75,6,2,2
"UGA195","Uganda",35,"Male","Lower middle","Christian: Catholic","Unmarried","High school or less",6,6,6,6,6,6,6,6,3,4,5,3,3,3,2,1,5,6,5,6,6,6,7,6,6,5,6,6,6,3,1,3,6,5,2,3,4,2,2,3,6,6,3.75,4
"UGA196","Uganda",63,"Male","Lower middle","Christian: Catholic","Married","Other/unknown",6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,5,6,5,5,6,6,6,5,6,6,5,1,1,1,2,7,7,3,5,5,5,5,6,6,5,5
"UGA197","Uganda",19,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,6,6,6,6,7,2,2,2,2,2,3,3,2,7,2,6,7,7,7,4,6,6,6,6,6,6,5,1,5,4,5,5,3,4,5,6,5,6.75,6.66666666666667,2,2
"UGA198","Uganda",42,"Male","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,6,7,6,6,2,2,2,2,3,3,3,2,6,6,6,3,3,3,6,5,6,6,6,6,6,2,1,2,2,2,4,3,3,3,3,4,6,6,2,2
"UGA199","Uganda",37,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,6,6,6,6,5,5,5,5,3,3,3,3,6,6,6,5,5,6,6,6,6,6,6,6,6,3,1,3,3,5,5,4,5,5,6,,6,6,5,5
"UGA200","Uganda",54,"Male","Lower middle","Christian: Protestant","Married","High school or less",7,7,7,7,6,6,6,6,2,2,2,2,4,4,3,3,6,5,6,6,7,6,5,4,6,6,6,6,6,2,5,6,6,1,5,2,5,3,3,3,7,7,2,2
"UGA201","Uganda",60,"Male","Middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,7,1,1,1,7,1,1,1,1,7,7,7,7,7,7,7,7,6,6,6,6,4,6,3,6,5,6,6,1,4,4,5,3,7,7,2.5,3
"UGA202","Uganda",36,"Female","Middle","Christian: Catholic","Married","High school or less",7,6,7,7,6,5,7,7,2,3,2,2,4,3,3,2,6,7,5,4,2,,6,1,7,7,7,7,7,7,6,5,6,5,7,1,2,2,2,1,6.75,6.66666666666667,2.25,2.33333333333333
"UGA203","Uganda",30,"Female","Middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,6,7,7,3,2,4,2,3,2,1,1,7,6,3,7,6,6,6,1,7,6,6,7,6,5,4,5,3,6,7,1,2,1,1,2,7,7,2.75,2.66666666666667
"UGA204","Uganda",38,"Female","Middle","Christian: Catholic","Married","High school or less",6,7,6,7,7,7,7,6,2,2,2,1,2,1,1,2,7,7,6,5,3,2,7,2,6,7,7,7,7,5,,,,6,4,1,2,1,1,1,6.5,6.66666666666667,1.75,1.66666666666667
"UGA205","Uganda",47,"Female","Upper middle","Christian: Catholic","Married","High school or less",7,7,7,7,6,7,7,7,4,2,2,2,1,1,1,2,7,7,7,4,7,5,6,1,7,7,7,7,7,6,5,5,5,6,7,1,2,1,2,3,7,7,2.5,2
"UGA206","Uganda",26,"Female","Middle","Christian: Protestant","Married","High school or less",7,6,6,6,7,7,7,2,2,1,1,2,2,1,2,2,7,6,6,3,7,2,7,1,7,7,7,7,7,5,5,5,5,4,4,1,1,1,1,1,6.25,6,1.5,1.33333333333333
"UGA207","Uganda",18,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,6,6,7,7,2,1,1,2,1,2,1,2,6,5,6,3,3,6,1,1,7,7,7,7,7,3,6,6,5,2,2,1,1,1,1,2,7,7,1.5,1.33333333333333
"UGA208","Uganda",50,"Female","Lower middle","Other","Married","No schooling",7,7,7,6,6,7,7,7,5,4,3,3,5,5,4,3,6,6,6,6,2,2,7,1,7,6,6,6,7,2,1,1,1,5,5,5,5,5,6,7,6.75,6.66666666666667,3.75,3.33333333333333
"UGA209","Uganda",80,"Female","Lower middle","Muslim: Sunni","Unmarried","Other/unknown",7,7,7,7,7,7,7,7,5,4,4,7,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,6,1,1,1,7,7,6,7,4,6,7,7,7,5,5
"UGA210","Uganda",26,"Female","Middle","Christian: Protestant","Married","High school or less",7,6,6,6,7,7,7,7,2,1,1,2,2,1,2,2,7,6,6,3,7,2,7,1,7,7,7,7,7,5,5,5,5,4,5,1,1,1,1,1,6.25,6,1.5,1.33333333333333
"UGA211","Uganda",77,"Female","Middle","Christian: Catholic","Married","Other/unknown",2,4,4,7,7,7,7,7,2,2,2,2,2,2,2,2,7,7,7,1,1,1,7,7,7,7,7,7,7,6,1,1,2,7,7,4,4,4,4,4,4.25,5,2,2
"UGA212","Uganda",18,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,5,3,5,5,5,4,5,5,4,3,4,4,4,4,4,6,6,5,6,5,3,5,5,4,4,5,6,5,6,1,2,1,5,5,5,4,6,6,5,4.75,4.33333333333333,4,3.66666666666667
"UGA213","Uganda",50,"Male","Lower middle","Christian: Catholic","Married","Certificate",6,6,6,6,5,6,6,6,2,2,2,1,2,2,2,2,6,6,6,4,6,6,2,2,2,5,4,5,5,5,2,4,3,2,2,1,3,4,3,2,6,6,1.75,1.66666666666667
"UGA214","Uganda",18,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,6,7,6,7,2,1,1,2,,2,1,2,6,5,6,3,3,6,7,1,7,7,7,7,7,6,5,5,6,2,3,1,1,2,1,2,7,7,1.5,1.33333333333333
"UGA215","Uganda",50,"Male","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,6,6,6,5,3,2,3,2,5,5,5,5,5,5,5,6,6,5,5
"UGA216","Uganda",19,"Male","Middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,5,1,4,4,7,7,7,7,7,7,7,7,7,6,6
"UGA217","Uganda",73,"Male","Lower middle","Christian: Catholic","Married","No schooling",7,7,5,5,6,5,6,6,2,2,2,2,2,2,2,2,7,6,6,7,7,7,6,5,6,5,6,6,6,3,1,3,2,2,2,1,4,4,4,5,6,5.66666666666667,2,2
"UGA218","Uganda",71,"Male","Upper middle","Christian: Catholic","Married","High school or less",7,6,6,6,6,6,6,7,1,1,1,1,1,1,1,1,6,6,6,7,7,7,6,7,7,6,6,6,6,6,1,6,6,1,1,1,2,1,3,5,6.25,6,1,1
"UGA219","Uganda",50,"Female","Lower middle","Christian: Protestant","Married","High school or less",7,7,7,7,6,6,7,7,2,2,2,2,2,2,2,2,5,5,5,7,7,7,6,5,6,6,6,5,6,2,1,2,2,5,4,4,4,4,4,4,7,7,2,2
"UGA220","Uganda",24,"Female","Upper middle","Christian: Catholic","Unmarried","Certificate",7,6,7,6,,7,6,7,1,1,1,1,6,1,1,1,6,6,6,2,2,2,6,7,6,6,6,7,7,6,3,1,1,5,6,4,5,5,6,5,6.5,6.33333333333333,1,1
"UGA221","Uganda",25,"Male","Lower middle","Other","Unmarried","High school or less",7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,6,5,6,6,5,4,2,4,2,6,6,5,7,5,7,7,7,7,5,5
"UGA222","Uganda",35,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,5,6,6,6,6,6,2,2,2,2,2,2,2,2,4,3,5,3,3,3,6,5,6,5,6,6,5,3,1,3,3,5,4,5,5,5,6,4,5.75,5.66666666666667,2,2
"UGA223","Uganda",27,"Male","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,6,6,6,5,6,7,6,6,6,5,5,5,5,2,1,2,2,7,6,5,5,5,7,5,7,7,5,5
"UGA224","Uganda",23,"Female","Middle","Christian: Catholic","Unmarried","High school or less",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7,7,7,5,5,5,5,3,1,4,4,1,5,5,5,5,5,5,7,7,1,1
"UGA225","Uganda",40,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,7,7,7,7,3,3,2,1,3,2,2,2,6,6,6,6,6,6,7,7,6,5,5,5,6,2,1,2,2,6,6,5,5,5,7,7,6,6,2.25,2
"UGA226","Uganda",24,"Male","Lower middle","Christian: Catholic","Married","High school or less",7,6,6,7,7,7,7,7,1,1,2,1,1,1,1,1,6,6,6,6,6,6,6,5,7,6,5,5,5,2,1,2,2,6,6,5,5,5,5,5,6.5,6.33333333333333,1.25,1.33333333333333
"UGA227","Uganda",22,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,5,6,7,7,5,5,6,5,2,2,2,2,6,6,7,7,7,7,7,6,6,6,6
"UGA228","Uganda",27,"Male","Middle","Other","Unmarried","High school or less",7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,6,6,6,2,2,1,7,7,7,7,6,6,6,4,1,4,4,7,7,7,7,7,7,7,7,7,5,5
"UGA229","Uganda",48,"Female","Lower middle","Other","Married","High school or less",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7,6,5,5,5,5,5,3,1,2,2,6,7,5,5,5,5,5,7,7,1,1
"UGA230","Uganda",24,"Female","Lower middle","Christian: Catholic","Married","Diploma",7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,7,7,5,4,4,4,7,6,7,7,7,7,7,1,1,1,1,7,7,5,5,5,6,5,7,7,4,4
"UGA231","Uganda",24,"Male","Lower middle","Other","Married","High school or less",6,6,4,5,6,6,7,5,6,4,3,3,4,3,3,4,7,6,6,5,3,3,5,4,6,6,6,5,3,3,2,2,2,5,5,4,4,4,3,4,5.25,5,4,3.33333333333333
"UGA232","Uganda",38,"Male","Lower middle","Christian: Catholic","Married","High school or less",7,6,4,6,7,7,6,4,4,4,4,,4,5,5,4,6,6,5,6,4,4,7,4,5,6,5,6,3,4,1,2,6,6,6,5,5,4,5,5,5.75,5.33333333333333,,
"UGA233","Uganda",39,"Male","Middle","Christian: Catholic","Married","High school or less",6,6,4,6,6,6,7,7,4,3,3,3,4,5,3,6,6,5,5,4,3,3,7,4,5,6,6,6,4,3,2,2,4,7,5,4,5,4,4,5,5.5,5.33333333333333,3.25,3
"UGA234","Uganda",40,"Female","Lower middle","Christian: Catholic","Unmarried","High school or less",7,7,6,6,6,6,6,6,1,2,1,,2,2,2,2,6,6,6,6,2,6,7,7,2,6,6,,2,1,2,1,2,1,1,5,3,4,4,7,6.5,6.33333333333333,,
"UGA235","Uganda",57,"Female","Middle","Other","Unmarried","High school or less",7,7,7,7,6,6,6,6,2,2,2,2,1,2,2,2,7,6,6,6,6,4,4,3,6,6,6,6,6,1,1,1,,1,1,1,4,4,4,4,7,7,2,2
"UGA236","Uganda",43,,"Lower middle","Other","Married","High school or less",6,6,6,,7,7,6,,2,2,2,2,2,2,2,2,6,7,6,6,7,4,6,7,6,5,6,6,6,4,2,2,2,6,6,5,5,4,5,4,,,2,2
"UGA237","Uganda",55,,"Middle","Christian: Protestant","Married","High school or less",6,6,5,6,6,6,7,7,6,5,2,3,4,5,4,5,7,4,6,7,6,3,6,6,6,7,4,6,5,2,2,2,1,6,7,5,5,4,4,4,5.75,5.66666666666667,4,3.33333333333333
"UGA238","Uganda",31,"Female","Lower middle","Christian: Protestant","Married","High school or less",6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,7,7,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,6,6,5,6,5,6,6,2,2
"UGA239","Uganda",22,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,7,7,7,1,1,1,7,1,7,7,7,7,7,1,1,1,1,6,6,6,6,6,6,6,7,7,5,5
"UGA240","Uganda",64,"Female","Lower middle","Muslim: Sunni","Unmarried","Other/unknown",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,7,6,6,,4,4,7,1,7,7,6,6,6,2,2,5,4,6,5,3,4,4,5,5,7,7,1,1
"UGA241","Uganda",48,"Female","Lower middle","Christian: Catholic","Unmarried","High school or less",6,6,5,4,7,6,6,,2,2,2,2,2,2,2,2,6,6,7,7,4,3,6,7,6,6,6,7,5,4,2,2,,6,6,5,5,5,5,5,5.25,5,2,2
"UGA242","Uganda",27,"Male","Middle","Other","Married","Diploma",7,6,6,7,6,6,6,6,3,3,4,2,3,2,2,3,7,6,6,7,7,3,4,6,7,7,6,6,2,1,1,2,2,6,7,5,6,6,7,3,6.5,6.33333333333333,3,3
"UGA243","Uganda",40,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,6,6,7,7,7,7,7,4,3,2,4,4,4,4,4,6,6,6,5,5,5,7,6,6,6,6,6,5,3,1,2,2,7,7,6,6,6,6,5,6.5,6.33333333333333,3.25,3
"UGA244","Uganda",69,"Female","Middle","Christian: Catholic","Married","High school or less",7,7,6,7,7,7,7,,4,4,2,4,4,4,4,4,6,6,5,5,5,2,7,6,7,6,6,6,6,4,1,2,2,6,6,5,6,6,6,5,6.75,6.66666666666667,3.5,3.33333333333333
"UGA245","Uganda",42,"Female","Middle","Other","Married","High school or less",7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,6,6,6,3,2,2,7,6,7,6,6,6,6,2,1,2,2,6,6,5,5,6,7,5,7,7,4,4
"UGA246","Uganda",30,"Female","Middle","Other","Married","High school or less",6,6,6,6,7,7,7,7,4,4,4,4,4,4,4,4,6,6,6,2,2,2,7,6,7,5,6,6,6,2,1,2,2,6,6,6,5,6,7,5,6,6,4,4
"UGA247","Uganda",44,"Male","Lower middle","Christian: Catholic","Married","Certificate",7,7,7,,7,7,7,7,5,3,3,2,4,4,4,4,7,6,6,2,4,2,7,6,7,6,6,6,4,5,1,2,2,6,6,6,4,6,4,5,,,3.25,2.66666666666667
"UGA248","Uganda",65,"Male","Middle","Christian: Catholic","Married","High school or less",7,7,7,7,2,7,7,7,4,2,2,2,2,2,2,2,7,7,6,2,2,2,7,6,7,7,7,7,6,2,1,2,2,6,7,4,4,4,6,5,7,7,2.5,2
"UGA249","Uganda",63,"Male","Lower middle","Christian: Protestant","Married","High school or less",7,7,6,7,7,7,7,7,4,4,4,4,4,4,4,4,7,6,6,1,2,2,6,6,6,6,6,7,5,2,1,2,2,6,6,4,5,5,6,5,6.75,6.66666666666667,4,4
"UGA250","Uganda",28,"Female","Middle","Other","Married","High school or less",7,7,6,7,7,7,7,7,1,2,2,2,3,3,3,3,5,6,5,5,5,6,6,7,6,6,6,4,5,4,1,2,4,6,6,4,4,5,6,4,6.75,6.66666666666667,1.75,2
"UGA251","Uganda",26,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,7,7,5,5,5,5,7,7,7,7,7,7,7,1,1,1,1,7,7,5,7,6,7,6,7,7,4,4
"UGA252","Uganda",39,"Female","Middle","Christian: Catholic","Unmarried","High school or less",6,6,6,6,6,5,6,6,7,7,5,6,7,4,7,7,6,6,6,6,6,6,6,2,6,6,7,6,7,7,6,7,7,7,6,5,5,5,5,7,6,6,6.25,6
"UGA253","Uganda",66,"Female","Middle","Christian: Catholic","Married","High school or less",6,7,6,7,6,7,6,7,6,7,7,4,5,7,5,4,2,5,6,6,6,6,6,1,6,7,6,7,6,6,4,5,4,5,4,1,4,3,6,5,6.5,6.66666666666667,6,6
"UGA254","Uganda",22,"Female","Middle","Christian: Catholic","Unmarried","High school or less",6,6,7,7,5,6,6,4,6,6,5,6,5,4,3,5,6,6,6,7,6,7,6,2,6,6,7,6,7,4,2,6,3,5,6,3,5,5,4,5,6.5,6.66666666666667,5.75,5.66666666666667
"UGA255","Uganda",28,"Male","Middle","Christian: Catholic","Married","High school or less",5,6,7,6,6,5,6,5,4,,3,4,6,6,7,3,2,6,7,6,7,6,6,2,6,6,7,6,6,2,1,1,2,2,1,2,5,6,6,5,6,6.33333333333333,,
"UGA256","Uganda",42,"Male","Middle","Christian: Catholic","Married","High school or less",6,6,6,6,6,7,6,6,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,6,6,7,6,6,6,7,6,2,7,3,4,4,5,4,6,6,2,2
"UGA257","Uganda",30,"Male","Middle","Christian: Catholic","Unmarried","Certificate",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,6,6,1,1,1,7,1,1,1,1,1,7,7,1,1,1,1,1,5,3,3,3,3,7,7,1,1
"UGA258","Uganda",,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,7,6,6,6,6,2,2,2,6,2,2,2,2,6,6,6,6,6,6,1,2,6,6,6,7,6,2,6,2,2,2,2,4,6,3,5,5,6.25,6.33333333333333,3,3.33333333333333
"UGA259","Uganda",26,"Male","Lower middle","Christian: Catholic","Married","High school or less",6,5,5,5,6,6,6,6,3,3,3,3,2,3,3,3,7,7,5,5,5,6,6,5,6,3,3,5,4,6,3,7,6,1,1,1,2,2,2,1,5.25,5,3,3
"UGA260","Uganda",33,,"Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,7,4,6,6,6,6,7,7,7,7,7,7,7,1,1,1,1,7,7,6,6,5,7,7,7,7,4,4
"UGA261","Uganda",62,,"Lower middle","Christian: Catholic","Married","No schooling",7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,7,6,4,5,5,5,7,7,7,7,7,7,7,2,1,1,1,7,7,5,5,6,6,6,7,7,4,4
"UGA262","Uganda",34,"Male","Lower middle","Christian: Catholic","Married","High school or less",4,4,6,6,5,5,5,7,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,7,4,4,4,4,6,6,5,5,5,5,4,5,5.33333333333333,2,2
"UGA263","Uganda",64,"Male","Middle","Christian: Catholic","Married","Bachelors",6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,4,4,6,6,5,5,5,6,4,6,6,2,2
"UGA264","Uganda",30,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,5,5,5,7,2,2,2,2,4,4,4,4,6,7,7,6,6,6,6,6,6,6,6,6,6,4,4,4,4,5,5,5,5,5,5,4,6,6,2,2
"UGA265","Uganda",29,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,7,7,7,7,2,2,2,2,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,6,6,6,6,4,6,6,2,2
"UGA266","Uganda",52,"Male","Middle","Christian: Catholic","Married","High school or less",6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,7,7,5,5,5,6,4,6,6,2,2
"UGA267","Uganda",80,"Female","Middle","Other","Unmarried","High school or less",6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,5,5,6,6,6,6,6,5,5,5,4,4,4,4,5,5,5,5,5,6,4,6,6,2,2
"UGA268","Uganda",59,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,6,6,6,2,2,2,2,2,1,1,1,1,6,6,6,6,6,7,6,6,6,6,6,6,6,4,1,4,4,1,2,1,3,2,3,5,7,7,2,2
"UGA269","Uganda",42,"Female","Lower middle","Christian: Catholic","Married","High school or less",2,6,5,4,7,6,3,6,6,5,5,6,6,4,5,5,6,6,6,7,6,6,7,1,7,6,7,7,7,2,2,2,3,5,6,1,4,5,5,5,4.25,5,5.5,5.33333333333333
"UGA270","Uganda",29,"Female","Lower middle","Christian: Protestant","Married","High school or less",7,6,6,7,6,6,6,2,3,2,2,3,1,2,2,2,2,6,5,6,6,7,6,6,7,7,6,6,7,6,1,1,2,2,6,5,5,4,5,4,6.5,6.33333333333333,2.5,2.33333333333333
"UGA271","Uganda",22,"Male","Lower middle","Christian: Protestant","Unmarried","High school or less",6,6,6,6,6,6,6,2,1,2,1,2,2,1,1,1,2,6,6,7,6,7,7,1,7,7,6,7,7,6,6,6,7,6,7,1,4,5,5,5,6,6,1.5,1.66666666666667
"UGA272","Uganda",29,"Female","Middle","Other","Married","High school or less",6,7,6,7,6,6,6,6,2,2,2,2,2,3,3,4,6,6,7,6,6,2,7,1,7,7,7,6,6,2,2,2,2,1,2,4,2,5,6,4,6.5,6.66666666666667,2,2
"UGA273","Uganda",27,"Female","Lower middle","Christian: Protestant","Unmarried","High school or less",7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,7,6,6,5,5,5,7,7,7,7,6,7,6,2,1,1,1,7,7,5,5,4,7,5,7,7,4,4
"UGA274","Uganda",47,"Female","Middle","Christian: Catholic","Married","High school or less",6,6,5,7,6,6,6,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,5,7,5,4,4,4,4,6,5,6,7,1,1,1,1,1,1,3,6,6,1,1
"UGA275","Uganda",24,"Male","Middle","Christian: Protestant","Married","High school or less",6,7,7,7,6,7,6,6,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,5,6,5,6,6,4,5,2,3,4,1,1,1,3,1,5,1,6.75,7,2,2
"UGA276","Uganda",38,"Female","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,7,6,6,1,1,1,1,1,2,2,2,2,6,6,6,6,6,6,7,7,6,4,4,4,6,6,2,6,6,2,2,2,5,3,5,4,6,6,1,1
"UGA277","Uganda",28,"Female","Middle","Christian: Catholic","Unmarried","Certificate",7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,5,4,6,6,6,5,6,5,5,5,6,5,4,4,1,4,4,6,5,5,5,4,5,4,7,7,2,2
"UGA278","Uganda",23,"Female","Lower middle","Other","Unmarried","High school or less",7,7,7,5,6,6,6,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,5,6,6,6,6,1,1,1,1,7,7,5,5,5,5,4,6.5,6.33333333333333,2,2
"UGA279","Uganda",60,"Male","Lower middle","Christian: Protestant","Married","High school or less",7,7,7,7,7,7,7,5,4,4,4,4,5,3,4,4,6,6,6,6,5,5,7,7,7,6,6,6,5,2,1,1,2,7,7,4,4,4,6,5,7,7,4,4
"UGA280","Uganda",26,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,7,7,6,6,5,4,7,6,7,7,7,7,7,2,1,1,2,7,7,5,5,4,6,5,7,7,4,4
"UGA281","Uganda",44,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,7,6,6,4,4,4,7,6,7,7,7,7,6,2,1,2,2,7,7,5,5,5,6,5,7,7,4,4
"UGA282","Uganda",22,"Male","Lower middle","Christian: Catholic","Married","High school or less",6,6,6,6,6,6,6,1,1,1,1,6,1,1,1,1,5,5,6,3,6,3,6,6,5,6,5,5,6,4,1,2,2,2,5,4,4,4,4,4,6,6,2.25,2.66666666666667
"UGA283","Uganda",35,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,4,4,4,4,7,4,4,4,4,7,6,6,5,5,5,7,6,7,6,6,6,6,2,1,1,1,7,7,5,4,4,6,5,7,7,4.75,5
"UGA284","Uganda",38,"Female","Lower middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,7,7,7,1,1,1,7,7,6,7,6,7,7,1,1,1,5,7,7,7,7,7,7,7,7,7,2,2
"UGA285","Uganda",39,"Male","Middle","Christian: Catholic","Married","High school or less",7,7,7,7,7,7,7,3,6,6,6,6,3,3,3,3,7,7,7,1,1,1,6,2,6,6,6,6,6,3,3,3,3,5,5,7,7,7,7,7,7,7,6,6
"UGA286","Uganda",23,"Female","Lower middle","Christian: Catholic","Unmarried","High school or less",7,7,7,7,6,6,6,2,1,1,1,1,2,2,2,2,7,7,7,1,1,1,7,1,7,7,7,7,7,5,1,5,1,7,7,5,5,5,4,7,7,7,1,1
